abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization
"There were reports of robocalls providing misinformation meant to keep people from the polls, but none of the widespread intimidation that had been feared.",https://www.nytimes.com/2020/11/03/us/election-day-voting-disruptions.html,"There were reports of robocalls providing misinformation meant to keep people from the polls, but none of the widespread intimidation that had been feared.","WASHINGTON — Despite fears of widespread intimidation or disruptions at polling places, voting for a vast majority of Americans proceeded smoothly on Tuesday, with sporadic reports of robocalls, text messages and some live calls meant to confuse and deter voters, or scattered incidents, but few major problems.",,,The New York Times,"[{'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Voting and Voters', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Threats and Threatening Messages', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Homeland Security Department', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': ""Lawyers' Committee for Civil Rights"", 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Bauer, Robert F', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Clarke, Kristen (1974- )', 'rank': 7, 'major': 'N'}]",2020-11-03 21:28:51+00:00,article,Washington,U.S.,,News,nyt://article/e908422e-ed37-5a0d-a9a6-f15f7aa1b530,1331,nyt://article/e908422e-ed37-5a0d-a9a6-f15f7aa1b530,"Despite Fears of Violence, Election Day Proceeds Smoothly as Millions Line Up to Vote",,,,,,,"By Zolan Kanno-Youngs, Jennifer Steinhauer and Nicole Perlroth","[{'firstname': 'Zolan', 'middlename': None, 'lastname': 'Kanno-Youngs', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Jennifer', 'middlename': None, 'lastname': 'Steinhauer', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}, {'firstname': 'Nicole', 'middlename': None, 'lastname': 'Perlroth', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 3}]",
"Kanye West, the hip-hop artist and fashion designer who launched an independent presidential bid earlier this year, cast a vote for himself on Tuesday in what he said on Twitter was his first time voting in a presidential election.",https://www.nytimes.com/2020/11/03/us/politics/kanye-3rd-party.html,,"Kanye West, the hip-hop artist and fashion designer who launched an independent presidential bid earlier this year, cast a vote for himself on Tuesday in what he said on Twitter was his first time voting in a presidential election.",,,The New York Times,[],2020-11-03 21:43:00+00:00,article,Politics,U.S.,Politics,News,nyt://article/59c3004c-74d0-53eb-aadd-0a5c2626ce26,249,nyt://article/59c3004c-74d0-53eb-aadd-0a5c2626ce26,Kanye West votes for himself as a write-in candidate.,,,,,,,By Michael Gold,"[{'firstname': 'Michael', 'middlename': None, 'lastname': 'Gold', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"If President Trump is able to outperform the polls in the battleground state of Pennsylvania, it will be because he re-energized white, blue-collar voters in places like Butler County.",https://www.nytimes.com/2020/11/03/us/politics/pennsylvania-results-trump.html,"If President Trump is able to outperform the polls in the battleground state of Pennsylvania, it will be because he re-energized white, blue-collar voters in places like Butler County.",[President-elect Joe Biden’s victory prompts spontaneous celebrations.],A,21,The New York Times,"[{'name': 'glocations', 'value': 'Pennsylvania', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Polls and Public Opinion', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Voting and Voters', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Absentee Voting', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'Butler County (Pa)', 'rank': 10, 'major': 'N'}]",2020-11-03 22:00:09+00:00,article,Politics,U.S.,Politics,News,nyt://article/ae27d428-8656-5624-95cc-6c070dd8ee72,1525,nyt://article/ae27d428-8656-5624-95cc-6c070dd8ee72,"In ‘Knife’s Edge’ Pennsylvania, Trump’s Fortunes Rely on His Rural Base",,,"In ‘Knife’s Edge’ Pennsylvania, Trump’s Fate Hangs on Rural Base",,,,By Trip Gabriel and Shane Goldmacher,"[{'firstname': 'Trip', 'middlename': None, 'lastname': 'Gabriel', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Shane', 'middlename': None, 'lastname': 'Goldmacher', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",
"There are two big questions tonight as this long campaign comes to an end. The first, obviously, is whether President Trump survives a challenge from Joseph R. Biden Jr. and wins a second term in the White House.",https://www.nytimes.com/2020/11/03/us/elections/the-first-races-are-called-for-trump-and-biden-as-the-country-waits-on-swing-state-results.html,,"There are two big questions tonight as this long campaign comes to an end. The first, obviously, is whether President Trump survives a challenge from Joseph R. Biden Jr. and wins a second term in the White House.",,,The New York Times,[],2020-11-03 22:07:07+00:00,article,Politics,U.S.,Elections,News,nyt://article/f15dfb4f-a97e-57b3-96b4-9434cd4f879b,604,nyt://article/f15dfb4f-a97e-57b3-96b4-9434cd4f879b,The first races are called for Trump and Biden as the country waits on swing state results.,the presidential race,,,,,,By Adam Nagourney,"[{'firstname': 'Adam', 'middlename': None, 'lastname': 'Nagourney', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"With more than 101.1 million early votes cast in person and by mail before the polls even opened on Election Day, the 2020 presidential campaign was shaping up to be one for the record books, on pace to attract the highest turnout in more than a century.",https://www.nytimes.com/2020/11/03/us/elections/with-101-million-votes-cast-early-the-us-heads-toward-its-highest-turnout-in-over-a-century.html,,"With more than 101.1 million early votes cast in person and by mail before the polls even opened on Election Day, the 2020 presidential campaign was shaping up to be one for the record books, on pace to attract the highest turnout in more than a century.",,,The New York Times,[],2020-11-03 22:07:08+00:00,article,Politics,U.S.,Elections,News,nyt://article/ec5ffe27-36c2-517f-8666-bbba0f7478a3,652,nyt://article/ec5ffe27-36c2-517f-8666-bbba0f7478a3,"With 101 million votes cast early, the U.S. heads toward its highest turnout in over a century.",,,,,,,"By Michael Cooper, Maggie Astor, Luke Broadwater, Danny Hakim and Patricia Mazzei","[{'firstname': 'Michael', 'middlename': None, 'lastname': 'Cooper', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Maggie', 'middlename': None, 'lastname': 'Astor', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}, {'firstname': 'Luke', 'middlename': None, 'lastname': 'Broadwater', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 3}, {'firstname': 'Danny', 'middlename': None, 'lastname': 'Hakim', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 4}, {'firstname': 'Patricia', 'middlename': None, 'lastname': 'Mazzei', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 5}]",
"Identifying your child’s emotional and behavioral reactions to stress is crucial, experts say, especially when anxieties are high.",https://www.nytimes.com/2020/11/03/parenting/kids-anxiety-stress-coping-pandemic.html,"Identifying your child’s emotional and behavioral reactions to stress is crucial, experts say, especially when anxieties are high.","Families are under an extraordinary amount of pressure right now, and the next few months will provide little relief. The trials of 2020 include economic uncertainty, winter dread, an emotionally charged presidential election and a worrying rise in coronavirus cases. Then there’s the disrupted school year, remote learning and few (or no) options for child care. (That’s an abbreviated list.)",,,The New York Times,"[{'name': 'subject', 'value': 'Children and Childhood', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Anxiety and Stress', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Parenting', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Babies and Infants', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Grief (Emotion)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 6, 'major': 'N'}]",2020-11-03 22:13:30+00:00,article,Parenting,Parenting,,News,nyt://article/cf03fa7e-23b5-58d5-b381-8c2b316a54e1,1253,nyt://article/cf03fa7e-23b5-58d5-b381-8c2b316a54e1,"It’s Not Just Adults Who Are Stressed. Kids Are, Too.",,,,,,,By Christina Caron,"[{'firstname': 'Christina', 'middlename': None, 'lastname': 'Caron', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Battleground states will use quite different methods to count the record number of mail-in ballots. But they may be the way of the future.,https://www.nytimes.com/2020/11/03/us/elections/mail-ballot-counting-vote.html,Battleground states will use quite different methods to count the record number of mail-in ballots. But they may be the way of the future.,[Follow our live analysis of the Biden inauguration.],A,11,The New York Times,"[{'name': 'subject', 'value': 'Absentee Voting', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Voter Fraud (Election Fraud)', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Postal Service and Post Offices', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Postal Service (US)', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'States (US)', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 10, 'major': 'N'}]",2020-11-03 22:30:10+00:00,article,Politics,U.S.,Elections,News,nyt://article/9c03e967-ad00-57ec-a99d-45d448feb588,1424,nyt://article/9c03e967-ad00-57ec-a99d-45d448feb588,"As Counting Begins, a Flood of Mail Ballots Complicates Vote Tallies",,,"Mail-In Voting May Be Easier, But Counting Isn’t",,,,By Stephanie Saul and Danny Hakim,"[{'firstname': 'Stephanie', 'middlename': None, 'lastname': 'Saul', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Danny', 'middlename': None, 'lastname': 'Hakim', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",
"FLORENCE, S.C. — Jaime Harrison, the former chair of South Carolina’s Democratic Party who is running for Senate, visited the polls in Florence, S.C., on Tuesday, urging voters to help him “shock the world” by unseating the Republican incumbent, Senator Lindsey Graham.",https://www.nytimes.com/2020/11/03/us/politics/jaime-harrison-urges-south-carolina-voters-to-help-him-shock-the-world-and-unseat-lindsey-graham.html,,"FLORENCE, S.C. — Jaime Harrison, the former chair of South Carolina’s Democratic Party who is running for Senate, visited the polls in Florence, S.C., on Tuesday, urging voters to help him “shock the world” by unseating the Republican incumbent, Senator Lindsey Graham.",,,The New York Times,[],2020-11-03 22:58:30+00:00,article,Politics,U.S.,Politics,News,nyt://article/905ceff3-eba9-57d8-884e-6b13546cf9e3,452,nyt://article/905ceff3-eba9-57d8-884e-6b13546cf9e3,Jaime Harrison urges South Carolina voters to help him ‘shock the world’ and unseat Lindsey Graham.,,,,,,,By Rebecca R. Ruiz,"[{'firstname': 'Rebecca', 'middlename': 'R.', 'lastname': 'Ruiz', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"We made it to election night, together. I’ll be keeping an eye on a few key places to get an early sense of how the results are unfolding.",https://www.nytimes.com/2020/11/03/us/politics/election-races.html,"We made it to election night, together. I’ll be keeping an eye on a few key places to get an early sense of how the results are unfolding.","Welcome to On Politics. We made it to election night, together. I’m Lisa Lerer, your host.",,,The New York Times,"[{'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Florida', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Indiana', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Ohio', 'rank': 4, 'major': 'N'}]",2020-11-03 23:00:03+00:00,article,Politics,U.S.,Politics,News,nyt://article/3159b218-f9ce-56a1-afc4-d9077f422adf,632,nyt://article/3159b218-f9ce-56a1-afc4-d9077f422adf,This Is It. Here’s What I’m Watching.,On Politics With Lisa Lerer,,,,,,By Lisa Lerer,"[{'firstname': 'Lisa', 'middlename': None, 'lastname': 'Lerer', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"Election Day came to a close with no clear winner, but it affirmed the persistence of deep national divisions.",https://www.nytimes.com/2020/11/03/us/politics/election-trump-biden-voters.html,"Election Day came to a close with no clear winner, but it affirmed the persistence of deep national divisions.","From the start of his 2020 campaign, Joseph R. Biden Jr. insisted that President Trump was an aberration, his norm-breaking, race-baiting tenure anathema to the national character.",A,1,The New York Times,"[{'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Voting and Voters', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Polls and Public Opinion', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 8, 'major': 'N'}]",2020-11-03 23:00:09+00:00,article,Politics,U.S.,Politics,News,nyt://article/b5b75c77-181d-5739-a6f7-dda674f0c6ce,1724,nyt://article/b5b75c77-181d-5739-a6f7-dda674f0c6ce,Biden Says Trump Is ‘Not Who We Are.’ Do Voters Agree?,News Analysis,,Dueling Ideas Of a President And a Country,,,,By Matt Flegenheimer,"[{'firstname': 'Matt', 'middlename': None, 'lastname': 'Flegenheimer', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
President Trump is counting on strong turnout in staunchly Republican neighborhoods to counter growing Democratic support in the suburbs.,https://www.nytimes.com/2020/11/03/us/election-suburbs-trump.html,President Trump is counting on strong turnout in staunchly Republican neighborhoods to counter growing Democratic support in the suburbs.,"UPPER ARLINGTON, Ohio — In an affluent pocket of Upper Arlington, a suburb of Columbus, dozens of voters, masked and socially distanced, spanned the length of Jones Middle School and the block behind it by the time the polling place opened Tuesday morning.",A,25,The New York Times,"[{'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Suburbs', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'High Net Worth Individuals', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Absentee Voting', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 8, 'major': 'N'}, {'name': 'glocations', 'value': 'Bloomfield Township (Mich)', 'rank': 9, 'major': 'N'}, {'name': 'glocations', 'value': 'Columbus (Ohio)', 'rank': 10, 'major': 'N'}, {'name': 'glocations', 'value': 'Oakland County (Mich)', 'rank': 11, 'major': 'N'}]",2020-11-03 23:30:08+00:00,article,Politics,U.S.,,News,nyt://article/50ae16ea-2616-534b-b27c-7d15987b56c2,1429,nyt://article/50ae16ea-2616-534b-b27c-7d15987b56c2,"In These Suburbs, Long Lines Were Good News for the President",,,"In These Suburbs, Long Lines Meant Good News for the President",,,,By Elaina Plott and Jeremy W. Peters,"[{'firstname': 'Elaina', 'middlename': None, 'lastname': 'Plott', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Jeremy', 'middlename': 'W.', 'lastname': 'Peters', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",
"Many of the misleading or false claims about voting on Tuesday have focused on swing states like Pennsylvania, just as they did in the weeks before the election.",https://www.nytimes.com/2020/11/03/technology/trump-ally-tweets-misleading-images-of-philadelphia-voting.html,,"Many of the misleading or false claims about voting on Tuesday have focused on swing states like Pennsylvania, just as they did in the weeks before the election.",,,The New York Times,"[{'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Photography', 'rank': 3, 'major': 'N'}, {'name': 'organizations', 'value': 'Twitter', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Rumors and Misinformation', 'rank': 5, 'major': 'N'}]",2020-11-03 23:41:10+00:00,article,Business,Technology,,News,nyt://article/85577eb4-6e4a-5efc-9c80-7bc281b4cb2e,360,nyt://article/85577eb4-6e4a-5efc-9c80-7bc281b4cb2e,Trump Ally Tweets Misleading Images of Philadelphia Voting,,,,,,,By Stella Cooper and Arielle Ray,"[{'firstname': 'Stella', 'middlename': None, 'lastname': 'Cooper', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Arielle', 'middlename': None, 'lastname': 'Ray', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",
"There is much to celebrate about our democracy, from record voter turnout to creative volunteerism.",https://www.nytimes.com/2020/11/03/opinion/volunteers-election-2020.html,"There is much to celebrate about our democracy, from record voter turnout to creative volunteerism.","In 2016 Scott Duncombe, a software developer in Portland, Ore., saw on the news that Cleveland residents had to wait hours in long lines to vote. His heart went out to them. In Oregon, there are never any lines because everybody votes by mail. So he called up a pizza place in Cleveland and ordered a bunch of food to raise their spirits.",A,30,The New York Times,"[{'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Voting and Voters', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Volunteers and Community Service', 'rank': 3, 'major': 'N'}]",2020-11-04 00:11:02+00:00,article,Editorial,Opinion,,Editorial,nyt://article/6b6f92cf-180d-53c6-af1e-78ccceb13c60,1141,nyt://article/6b6f92cf-180d-53c6-af1e-78ccceb13c60,"Feel Inspired, America",,,"Feel Inspired, America",,,,By The Editorial Board,[],The Editorial Board
"From Wisconsin to North Carolina, the latest surge of the coronavirus is spiraling, especially in battleground states.",https://www.nytimes.com/2020/11/03/us/coronavirus-cases-election-day.html,"From Wisconsin to North Carolina, the latest surge of the coronavirus is spiraling, especially in battleground states.","CLEVELAND — They voted from cars and at outdoor tables. They stood in lines spaced far apart. They strapped on masks and pumped sanitizer into their palms. All across America on Tuesday, voters cast ballots in a presidential election in which the uncontrolled coronavirus pandemic was both a top issue and a threat.",A,1,The New York Times,"[{'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Voting and Voters', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'United States', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Disease Rates', 'rank': 5, 'major': 'N'}]",2020-11-04 00:49:54+00:00,article,National,U.S.,,News,nyt://article/9838ec83-1d62-59dd-8089-30a410924395,1439,nyt://article/9838ec83-1d62-59dd-8089-30a410924395,"The Coronavirus, Raging in Battleground States, Looms Over Election Day",,,Mask? √ Sanitizer? √ Doing Their Civic Duty? √,,,,By Sarah Mervosh and Mitch Smith,"[{'firstname': 'Sarah', 'middlename': None, 'lastname': 'Mervosh', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Mitch', 'middlename': None, 'lastname': 'Smith', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",
"There were glitches and partisan skirmishes as voters went to the polls, but for the most part the system held up.",https://www.nytimes.com/2020/11/03/us/politics/the-end-of-a-chaotic-campaign-election-day.html,"There were glitches and partisan skirmishes as voters went to the polls, but for the most part the system held up.",The worst fears about a chaotic end to a chaotic campaign failed to materialize on Tuesday as the final day of voting went off with little more than sporadic glitches and confrontations even as the tension over the outcome and aftermath remained undiminished.,A,1,The New York Times,"[{'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Absentee Voting', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Voter Fraud (Election Fraud)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Coronavirus (2019-nCoV)', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Democratic Party', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Postal Service and Post Offices', 'rank': 8, 'major': 'N'}, {'name': 'organizations', 'value': 'Postal Service (US)', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 11, 'major': 'N'}]",2020-11-04 00:54:02+00:00,article,Politics,U.S.,Politics,News,nyt://article/50ad7b21-5250-55cb-b7b3-a66c3a8d55d1,1794,nyt://article/50ad7b21-5250-55cb-b7b3-a66c3a8d55d1,"At the End of a Chaotic Campaign, an Election Day That Defied the Worst Fears",,,Final Rush to the Ballot Box Is Smoother Than Forecast,,,,"By Nick Corasaniti, Jim Rutenberg and Stephanie Saul","[{'firstname': 'Nick', 'middlename': None, 'lastname': 'Corasaniti', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Jim', 'middlename': None, 'lastname': 'Rutenberg', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}, {'firstname': 'Stephanie', 'middlename': None, 'lastname': 'Saul', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 3}]",
"As the votes are counted, we invite teenagers to post reactions and have conversations here. What does this election mean for our nation?",https://www.nytimes.com/2020/11/03/learning/presidential-election-student-reactions.html,"As the votes are counted, we invite teenagers to post reactions and have conversations here. What does this election mean for our nation?","Please keep in mind that this forum is for teenagers only. While there are many places on NYTimes.com for adults to comment, this is the only dedicated spot for the voices of young people.",,,The New York Times,[],2020-11-04 00:54:51+00:00,article,Learning,The Learning Network,,News,nyt://article/60408abe-731b-5435-a9f3-d50d66da2f3f,865,nyt://article/60408abe-731b-5435-a9f3-d50d66da2f3f,What Are Your Reactions to the Results of Election 2020?,student opinion,,,,,,By Katherine Schulten,"[{'firstname': 'Katherine', 'middlename': None, 'lastname': 'Schulten', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"The presidential race will be decided by voters in more than a dozen competitive states, where Joseph R. Biden Jr. and President Trump will focus their efforts to win the 270 electoral votes needed to reach the White House. In the interactive diagram linked below, try building your own coalition of states, which are organized according to Cook Political Report ratings, to see potential outcomes.",https://www.nytimes.com/2020/11/03/us/elections/270-electoral-college.html,,"The presidential race will be decided by voters in more than a dozen competitive states, where Joseph R. Biden Jr. and President Trump will focus their efforts to win the 270 electoral votes needed to reach the White House. In the interactive diagram linked below, try building your own coalition of states, which are organized according to Cook Political Report ratings, to see potential outcomes.",,,The New York Times,[],2020-11-04 01:19:10+00:00,article,Politics,U.S.,Elections,News,nyt://article/10cda2a2-5f41-515e-9962-a322271000bf,65,nyt://article/10cda2a2-5f41-515e-9962-a322271000bf,Wondering how each candidate can get to 270? Try out our interactive diagram.,,,,,,,By Josh Holder and Alexander Burns,"[{'firstname': 'Josh', 'middlename': None, 'lastname': 'Holder', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Alexander', 'middlename': None, 'lastname': 'Burns', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}]",
"President Trump and Joseph R. Biden Jr. have begun trading victories in several swing states, with Mr. Trump emerging on top in Ohio and Iowa and Mr. Biden prevailing in New Hampshire.",https://www.nytimes.com/2020/11/03/us/elections/trump-holds-ohio-and-iowa-as-biden-takes-new-hampshire.html,,"President Trump and Joseph R. Biden Jr. have begun trading victories in several swing states, with Mr. Trump emerging on top in Ohio and Iowa and Mr. Biden prevailing in New Hampshire.",,,The New York Times,[],2020-11-04 01:26:50+00:00,article,Politics,U.S.,Elections,News,nyt://article/6d6b6ca6-2ff1-5ff8-9620-01a73ef9808f,301,nyt://article/6d6b6ca6-2ff1-5ff8-9620-01a73ef9808f,Trump holds Ohio and Iowa as Biden takes New Hampshire.,The Presidential Race,,,,,,By Shane Goldmacher,"[{'firstname': 'Shane', 'middlename': None, 'lastname': 'Goldmacher', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
The two parties grappled for advantage in the fight for the Senate majority as Democrats aimed to add to their majority in the House.,https://www.nytimes.com/2020/11/03/us/politics/democrats-republicans-senate-house.html,The two parties grappled for advantage in the fight for the Senate majority as Democrats aimed to add to their majority in the House.,"Democrats were on track early Wednesday to maintain a firm grip on the House, but their path to seizing the Senate majority from Republicans was rapidly narrowing as the two parties continued to fight for control of the levers of power in Congress with the fate of the presidency still uncertain.",A,24,The New York Times,"[{'name': 'organizations', 'value': 'Democratic Party', 'rank': 1, 'major': 'N'}, {'name': 'organizations', 'value': 'Republican Party', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Elections, House of Representatives', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Elections, Senate', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'House of Representatives', 'rank': 5, 'major': 'N'}, {'name': 'organizations', 'value': 'Senate', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Biden, Joseph R Jr', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Trump, Donald J', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'McConnell, Mitch', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Presidential Election of 2020', 'rank': 10, 'major': 'N'}, {'name': 'subject', 'value': 'United States Politics and Government', 'rank': 11, 'major': 'N'}]",2020-11-04 02:13:13+00:00,article,Washington,U.S.,Politics,News,nyt://article/1aa65750-3d7a-5506-97b9-871ca70169a8,1871,nyt://article/1aa65750-3d7a-5506-97b9-871ca70169a8,Democrats Battle for Senate Control as They Maintain Grip on House Majority,,,Democrats in Battle To Grow House Ranks And Gain the Senate,,,,"By Nicholas Fandos, Carl Hulse and Catie Edmondson","[{'firstname': 'Nicholas', 'middlename': None, 'lastname': 'Fandos', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}, {'firstname': 'Carl', 'middlename': None, 'lastname': 'Hulse', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 2}, {'firstname': 'Catie', 'middlename': None, 'lastname': 'Edmondson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 3}]",
